db_gene_symbol,ensembl_gene,gs_name,gs_description,gs_source_species
GCAT,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GCDH,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GDF15,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GDI1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GDPD5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GEMIN7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GFER,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GGT6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GIPC1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GIT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GLIPR1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GLO1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GMDS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GMPPA,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GMPPB,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNA11,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNAI2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNAL,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNB1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNB1L,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNB2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GNPNAT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GOLPH3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GORASP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GOSR2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GOT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GOT2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GPI,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GPS1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GPS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GPT2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GPX3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GRB2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GRPEL1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GRWD1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GSTM3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GSTZ1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GTF2H4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GTF2H5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GTF3C5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GTPBP6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
GUK1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HARS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HAX1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HCCS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HDGF,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HDHD3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HEBP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HHLA3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HIF1AN,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HIGD2A,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HINT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HMOX1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HMOX2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HOMER3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HOXB7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HOXC10,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HOXC13,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HPCAL1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HPS1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HRAS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HS1BP3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HSD17B1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HSD17B8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HSF2BP,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HSPB8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
HTRA2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ICAM3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ID1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ID3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IDH2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IDH3B,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IDH3G,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IDS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IFRD2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IFT20,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IGFBP4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IL13RA1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IL18,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ILF2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IMMP2L,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IMP4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IMPACT,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ING4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
INPP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
INPPL1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
INSIG1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IPO13,NA,eIF4E activated translation,PMID 41102449,homo sapiens
IQCB1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ISG20L2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ISOC2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ITFG2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ITGAE,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ITGB1BP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
ITPA,NA,eIF4E activated translation,PMID 41102449,homo sapiens
JOSD1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
JOSD2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KCNG1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KCNJ2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KCTD2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KIAA0513,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KIF1C,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KIF22,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KIF3C,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KLC3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KLHL13,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KLK5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KRT18,NA,eIF4E activated translation,PMID 41102449,homo sapiens
KYNU,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LARP6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LBH,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LCMT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LCN2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LEMD1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LETM2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LIMK2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LITAF,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LMNB2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LOC93622,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LPXN,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LRRC23,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LRRC28,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LRRC59,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM10,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LSM7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LTBP2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LY75,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LYPLA2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LYSMD1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
LZTR1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAD2L2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAF1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MANBAL,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP2K1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP2K2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP2K3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP2K4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAP3K9,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAPKAP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MAPKAPK3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MARCKSL1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MARK4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MATN2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MBD3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MBD6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MCAM,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MCOLN1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MCRS1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MCTS1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MDFI,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MDH2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MEA1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MECR,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MED11,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MED28,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MED8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MEST,NA,eIF4E activated translation,PMID 41102449,homo sapiens
METTL6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MGLL,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MICA,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MID1IP1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MIF4GD,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MKKS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MKNK1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MLF2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MLX,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MMP14,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MOCS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MON1B,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MPG,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MPI,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MPST,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MPV17,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL11,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL12,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL14,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL18,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL21,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL23,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL24,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL27,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL28,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL30,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL34,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL37,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL41,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL43,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL51,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL52,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL53,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL54,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPL55,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS11,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS12,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS14,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS15,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS16,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS17,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS18A,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS21,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS23,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS24,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS26,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS33,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS34,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRPS7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MRRF,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MSRB3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MSTO1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MT1X,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTCH1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTFR1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTG1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTHFD2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTHFS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MTX2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MUTYH,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MXRA7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MYL5,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MYL6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
MYL6B,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NADK,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NANS,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NARF,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NARS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NCK2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NCKIPSD,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA11,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA13,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFA8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFAF1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFB1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFB10,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFB2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFB7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFS6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFS7,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFS8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NDUFV3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NEDD8,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NEK6,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NET1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NETO2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NFKBIE,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NGRN,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NIT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NKIRAS2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NME1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NME1-NME2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NME2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NME4,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NMNAT1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NMNAT2,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NOL3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NOSIP,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NPM3,NA,eIF4E activated translation,PMID 41102449,homo sapiens
NQO1,NA,eIF4E activated translation,PMID 41102449,homo sapiens
